,cluster,cluster_size,cost,total_points,explained_variance,silhouette,geo_silhouette,health_silhouette,geo_pairwise,health_pairwise,containment_health,avg_infections
31,31,2,0.003785114740275673,529,520817.9500086767,0.7678869323459419,0.13012165058101688,-0.5930041923967893,686.6020713373526,0.02257195727785212,46.69035699985703,25.373884326342967
32,32,4,0.00393130344372195,284,2229505.545959208,0.6659024073051837,-0.19608526279593985,-0.5820064953884189,560.2193753913251,0.014332794469043592,40.44737916543553,92.15886967868553
33,33,2,0.004220797923643122,220,15132.372219824201,0.7322306114420642,-0.16486783752555534,-0.0175004641184629,971.9803873832119,0.0036674809780919983,32.36453124999993,29.79321672489968
34,34,2,0.005325268456955757,231,99527.83147707165,0.7902029284443479,0.3249747692772448,-0.5871418239283709,71.93683348705063,0.018450187909175682,65.25706476160899,16.64448118560034
35,35,2,0.0055815884305405435,290,136751.79181747162,0.5799992532263474,-0.6150959870573611,-0.1057296681650994,1019.2175212079194,0.00814869980760876,32.93091004583657,39.23167058464516
36,36,2,0.005634815483959339,530,626941.9798375648,0.6308820609880876,-0.3413883968774758,-0.1545634587443191,907.8876153494856,0.018303856757014764,44.24528882739541,30.4274474143702
37,37,2,0.005674123469483633,133,1410632.12698782,0.7291837542131713,0.5046325620587193,-0.07455852519444828,994.0932816995982,0.01105998673308314,33.71127777777777,118.29866218414921
38,38,3,0.006360792470390349,439,455014.03945886804,0.6639060489314202,-0.2596851656840275,-0.7438563188741107,1000.0915843140034,0.01952392550596118,35.931336443135606,48.97696455240071
39,39,6,0.006966239359894578,423,2916456.0648824023,0.5022231422169259,-0.3424237210127152,-0.21870374730995712,1005.3448099076834,0.015565270517330865,39.893322269683686,70.16278024800967
40,40,4,0.007368736333847985,261,613827.834177512,0.5404964978566208,0.44982183928277175,0.3501451645686175,297.44792954719827,0.009128513300890014,37.710061292270545,42.680713583404234
41,41,2,0.0074230134233937515,179,15286.380072195094,0.0,0.0,0.0,1488.8630861124127,0.009099952607250703,47.02623000761615,23.485938987469275
42,42,2,0.007789794134779608,291,253743.0697115008,0.6847799099705336,-0.4744952477177219,-0.19513989831229625,1003.1097820347941,0.011032329605984253,55.04398073646358,46.652998649435574
43,43,8,0.007934244267219375,1085,9233278.507890621,0.3608133924123449,-0.5619473522007022,-0.5170727862195801,1771.986011909227,0.02980174325249821,37.2448437548686,76.88814303814483
44,44,2,0.008199938397404655,222,29639.05467029481,0.5636827534037967,-0.4763470128687175,-0.3798742543071456,175.67139841379023,0.007584302478642596,42.973494623655924,21.828274659348114
45,45,6,0.008338702435846376,534,6814193.193635287,0.39476702352839693,-0.00598251784437361,-0.28366649070298383,800.0534979258636,0.018263114354333126,37.185577761427155,114.2488093598377
