,cluster,cluster_size,cost,total_points,explained_variance,silhouette,geo_silhouette,health_silhouette,geo_pairwise,health_pairwise,containment_health,avg_infections
48,48,3,0.0114654262408979,717,375323.0840145536,0.0,0.0,0.0,1053.4654491550905,0.0285694958026818,39.79368200836817,14.49533025196502
49,49,3,0.011470411084526,516,291883.17586677184,0.4662244469876133,-0.3493547585038938,-0.2934528363511288,674.9213927061226,0.0163147899589388,52.55883114161639,22.03972248484732
50,50,4,0.0115433992287356,641,5612001.228831528,0.4644806451038873,0.515962127399484,0.0869819586420086,316.29427881266554,0.0114049679759971,41.67095417321514,83.87286825438524
51,51,3,0.0118322263468193,273,63711.80137366818,0.4143917318222851,-0.2590683570767662,-0.290660499421793,674.1307739720579,0.0139319664872255,24.169728395061718,19.706282032666312
52,52,2,0.0120399955609008,274,392096.148911932,0.1835813518947357,-0.502377763332522,-0.7990094089545117,903.8712730418302,0.0524173401910359,69.22498967840059,13.613727933518057
53,53,3,0.012597983922772,313,170001.9761866589,0.6054795385013675,-0.5692230217306385,-0.503131402579266,1102.5677741258255,0.0266898025372419,21.89031249999998,45.38421029981669
54,54,2,0.0128547751464563,203,199319.79296265205,0.0881334040169785,-0.5439597818081775,-0.7139398203824638,1282.258136473105,0.0412809064128452,22.256531531531547,20.910111347371743
55,55,3,0.0129411012412471,474,244540.65635919737,0.458638836201737,-0.4536963731802959,-0.2190031556547507,1598.976434403976,0.0169199823071153,47.6289358342053,16.496893933108286
56,56,2,0.01296468702762,274,299083.8479066272,0.2976160502963444,-0.4887199161525148,-0.4756912615316244,1312.5509497818775,0.0142398534548251,62.53624295302016,13.60785750466528
57,57,2,0.0136076322428636,299,5124075.328551246,0.0672824338241521,-0.4782030194921939,-0.5090229574936137,1485.7745130683209,0.0178369681399196,55.283654689457634,124.47959762145572
58,58,2,0.0136116082113845,178,8765.463595097894,0.4480808976482565,-0.5861918409153355,-0.8338105159087401,2373.2419139197445,0.0359618442949468,31.939589665653536,5.366803434517305
59,59,4,0.0144084673413226,439,408251.4284175239,0.4073531283127301,-0.4916896751359081,-0.5192535410239446,1203.2012930111932,0.0131015192895046,57.0667188145303,16.220159909246405
60,60,3,0.0148387706519462,265,185954.94262240344,0.4543431672953035,-0.5470042645708899,-0.4116333276308857,704.242876722834,0.0109090894782821,25.87951075744179,44.33118546037116
61,61,4,0.0152291060954769,705,174083.16494399868,0.4558137129318557,0.2815001306257624,-0.1620560621701188,434.932584068548,0.0164974734931503,55.76280640204525,17.2676947243759
62,62,3,0.0153296280087702,276,1533777.443957719,0.4299696362216195,-0.3753820577830957,-0.505918496564803,839.6166595228157,0.0336924417658809,27.371769414575883,108.8051799804291
63,63,2,0.015919199990501,151,73282.39117794814,0.0386100241774911,-0.5658248302449886,-0.3648303337405734,2782.934963010248,0.0355384311781325,32.59263559626436,9.724073497273167
64,64,2,0.0165015844585096,160,34858.4372823354,0.1921515980942134,-0.6952612752870622,0.4707278276977056,1274.0408897962006,0.0096809212334414,36.50070422535211,32.74175007067068
65,65,3,0.016744081799424,282,203397.4297789365,0.5057038630830851,0.3525703235502026,-0.5848476015651903,392.1014650437096,0.0278249032864344,27.942867618484456,19.619605757934952
66,66,10,0.0168244213905275,1713,2982471.883750527,0.5286620497200378,0.0325571308719603,-0.3062616425097942,493.9716808743037,0.0145194763400107,50.00246225083894,42.79159203341597
67,67,2,0.0168826758635247,180,194058.48431563636,0.0696654807674272,-0.2627405044809447,-0.3230451692717486,830.8917219012197,0.0129913230271653,27.916000497760123,43.53810825879223
68,68,4,0.0169502574293487,775,1267674.4289809586,0.2785900600395364,-0.0561494598305188,-0.3249153780715644,476.3723285620252,0.0136749286828355,51.34850717763469,35.744856038004144
69,69,17,0.0170628872087726,5763,5699178.733247915,0.2303234542965666,0.2026024475698148,-0.1359891727785652,817.6656042633144,0.0145205907998314,57.16292783084151,10.890501784722638
70,70,4,0.0172883214334168,397,790514.2971904253,0.4369602216596953,-0.0429013684939861,-0.3737724815115039,838.3400473453994,0.011112679858106,52.09842750197008,11.1646943886584
71,71,7,0.0174274223032008,1064,636936.4584332823,0.1899102397782527,-0.2542734505000701,-0.4456861576995795,669.9464895034168,0.0210402993925732,64.51011101559034,18.80787262290312
72,72,6,0.0175695915688468,557,1091904.934933455,0.3189562070708412,0.0812642989853162,-0.2681491421091822,419.4716808882879,0.0226410149880578,40.8582371107,74.16040790376772
73,73,4,0.0178572582997528,333,109557.55297381504,0.2283028421438133,-0.0640780445530304,-0.4519910834589431,448.36541425024416,0.0167618430172414,26.87359411421909,13.795165073711804
74,74,6,0.0191952890277066,2899,2725100.8132836656,0.2863033710407039,0.1026827861428821,0.0944672653450034,895.8153372007856,0.0139829973033875,59.31364525620268,15.28954072378946
75,75,2,0.0196123357632705,227,304870.9820615896,-0.0934496655288721,-0.5625707912861879,-0.5414905824415875,1760.8292860678505,0.018352876666285,68.33175361530095,37.87083367696855
76,76,7,0.0196622688097132,1129,37353403.11097448,0.4829429423802584,-0.2326289618318343,-0.3743866018209066,822.0985978422259,0.0196942848219056,45.08706534291194,162.00515725865534
